ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1001040,M,N,N,0,151500.0,Pensioner,Higher education,Widow,With parents,-19201,365243,0,0,0,Accountants,1
1001041,F,N,Y,1,151700.0,State servant,Higher education,Married,Rented apartment,-16625,-4432,0,0,0,Accountants,3
1001042,F,Y,Y,0,227700.0,Commercial associate,Higher education,Single / not married,Rented apartment,-23581,-8594,1,0,0,Accountants,1
1001043,M,N,N,0,142900.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-17247,-8947,0,0,0,Drivers,1
1001044,F,Y,N,0,163100.0,Working,Incomplete higher,Married,House / apartment,-15732,-463,1,0,0,Core staff,2
1001045,F,N,Y,0,195300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24688,-5983,0,0,0,Medicine staff,1
1001046,F,Y,Y,0,249600.0,Working,Higher education,Married,House / apartment,-8150,-7259,0,0,0,Sales staff,2
1001047,M,N,Y,0,140900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8808,-1423,0,0,0,Sales staff,2
1001048,M,Y,Y,0,168000.0,Working,Academic degree,Single / not married,House / apartment,-16458,-7034,0,0,1,Core staff,1
1001049,F,Y,N,0,120200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23878,-4120,1,1,0,Core staff,2
1001050,M,N,Y,0,258900.0,Commercial associate,Lower secondary,Married,House / apartment,-15824,-2771,1,0,0,Core staff,2
1001051,F,N,N,0,305800.0,Commercial associate,Higher education,Married,Rented apartment,-22320,-6656,0,1,0,High skill tech staff,2
1001052,F,N,Y,0,292900.0,Commercial associate,Higher education,Civil marriage,House / apartment,-20539,-3281,1,0,1,Medicine staff,2
1001053,F,N,N,3,106300.0,Working,Higher education,Married,Municipal apartment,-22399,-5784,1,0,0,Sales staff,5
1001054,F,N,Y,3,189300.0,Working,Secondary / secondary special,Married,House / apartment,-15730,-51,1,0,0,High skill tech staff,5
1001055,F,N,Y,0,122100.0,State servant,Higher education,Married,With parents,-19512,-544,0,1,0,Sales staff,2
1001056,M,Y,Y,4,243700.0,Working,Secondary / secondary special,Married,House / apartment,-17725,-4808,0,0,1,Other,6
1001057,F,N,Y,1,151000.0,State servant,Lower secondary,Married,With parents,-10501,-1023,0,1,0,Laborers,3
1001058,M,Y,Y,0,84300.0,Working,Higher education,Married,House / apartment,-19428,-1618,1,1,1,Accountants,2
1001059,F,N,N,0,166200.0,Working,Incomplete higher,Single / not married,House / apartment,-17959,-8445,0,0,0,Medicine staff,1
1001060,F,N,Y,2,208900.0,Working,Secondary / secondary special,Married,House / apartment,-24909,-4662,1,0,0,Other,4
1001061,F,N,N,1,195400.0,Working,Secondary / secondary special,Separated,House / apartment,-12895,-4428,0,1,0,Drivers,2
1001062,F,N,Y,2,147800.0,Working,Higher education,Married,Municipal apartment,-12873,-2711,1,1,0,High skill tech staff,4
1001063,F,N,Y,2,190800.0,Commercial associate,Secondary / secondary special,Married,With parents,-21129,-1409,1,0,0,Drivers,4
1001064,M,N,N,0,117800.0,Working,Incomplete higher,Married,House / apartment,-14506,-4703,0,1,0,Drivers,2
1001065,M,Y,Y,0,206800.0,Commercial associate,Higher education,Separated,House / apartment,-23069,-5418,0,0,0,Accountants,1
1001066,F,N,Y,0,126100.0,Working,Secondary / secondary special,Separated,Municipal apartment,-15317,-2595,0,1,0,Managers,1
1001067,M,Y,Y,0,241100.0,Working,Higher education,Married,House / apartment,-20211,-2330,0,1,0,High skill tech staff,2
1001068,M,N,Y,0,109500.0,State servant,Higher education,Married,House / apartment,-17050,-2240,0,0,0,Managers,2
1001069,M,Y,N,0,125100.0,Pensioner,Higher education,Married,House / apartment,-17731,365243,1,0,0,Core staff,2
1001070,M,Y,N,0,183400.0,Working,Higher education,Civil marriage,House / apartment,-15372,-5386,1,0,0,Core staff,2
1001071,M,Y,Y,0,239600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20537,-6984,0,0,0,Managers,1
1001072,M,N,N,0,248600.0,Working,Secondary / secondary special,Separated,House / apartment,-13425,-177,0,0,0,Drivers,1
1001073,M,N,Y,0,199000.0,State servant,Higher education,Married,House / apartment,-11753,-3538,0,0,0,Laborers,2
1001074,M,Y,Y,0,202200.0,Working,Secondary / secondary special,Married,House / apartment,-17647,-3722,1,0,0,Sales staff,2
1001075,F,N,N,0,76000.0,Pensioner,Higher education,Single / not married,House / apartment,-9886,365243,0,0,0,Drivers,1
1001076,M,Y,Y,1,112700.0,Working,Higher education,Separated,Municipal apartment,-19560,-5709,0,1,0,Medicine staff,2
1001077,M,N,N,3,112600.0,State servant,Lower secondary,Married,House / apartment,-16332,-3256,0,0,0,Managers,5
1001078,F,N,N,0,227400.0,Working,Academic degree,Married,House / apartment,-11678,-6133,0,0,1,High skill tech staff,2
1001079,M,N,N,0,184600.0,Working,Higher education,Separated,With parents,-12841,-1323,0,0,0,Managers,1
1001080,F,N,N,2,313000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14465,-8211,0,0,0,Drivers,4
1001081,F,Y,Y,0,216200.0,State servant,Higher education,Married,Municipal apartment,-13009,-445,0,0,0,Accountants,2
1001082,M,N,Y,1,119300.0,State servant,Secondary / secondary special,Married,Rented apartment,-10738,-7008,0,0,0,Medicine staff,3
1001083,M,N,Y,0,242700.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-12056,-3111,0,0,1,Medicine staff,2
1001084,F,N,N,2,119500.0,Pensioner,Higher education,Married,House / apartment,-17921,365243,1,0,0,Accountants,4
1001085,F,N,Y,3,212500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-16959,-7607,0,0,0,Managers,4
1001086,F,Y,Y,1,97500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-16007,365243,0,1,1,Managers,3
1001087,F,N,Y,0,169800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13516,365243,0,0,1,Core staff,2
1001088,M,N,N,2,183300.0,Working,Higher education,Civil marriage,House / apartment,-9298,-7420,0,0,0,Other,4
1001089,F,Y,N,2,241100.0,Commercial associate,Lower secondary,Widow,House / apartment,-13364,-2919,0,0,0,High skill tech staff,3
1001090,M,Y,Y,1,172600.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-21689,-6717,1,1,0,Sales staff,2
1001091,F,Y,Y,0,296700.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18583,-4702,1,1,0,Sales staff,2
1001092,F,N,Y,2,103700.0,State servant,Lower secondary,Separated,House / apartment,-14971,-3127,1,0,0,Laborers,3
1001093,F,N,Y,0,208700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9360,-3298,0,0,0,Core staff,2
1001094,F,Y,Y,0,210400.0,Working,Higher education,Widow,House / apartment,-16827,-4867,0,0,0,Drivers,1
1001095,M,Y,N,1,154000.0,Working,Higher education,Single / not married,House / apartment,-23292,-1806,1,0,0,Other,2
1001096,M,N,N,0,200000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-25063,-6569,0,1,1,Sales staff,1
1001097,M,N,Y,1,191700.0,Working,Higher education,Single / not married,House / apartment,-18372,-7681,0,1,1,Accountants,2
1001098,M,Y,Y,1,157800.0,State servant,Incomplete higher,Separated,House / apartment,-15484,-7861,0,0,0,High skill tech staff,2
1001099,F,Y,Y,0,241100.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-24022,-6356,0,0,0,Sales staff,1
1001100,M,N,Y,1,122600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8275,365243,0,0,0,Managers,2
1001101,M,Y,Y,3,188200.0,Working,Higher education,Married,Rented apartment,-23722,-8169,0,1,0,Drivers,5
1001102,F,Y,Y,0,163400.0,State servant,Secondary / secondary special,Separated,House / apartment,-11720,-537,0,0,0,Core staff,1
1001103,F,N,Y,1,147300.0,Commercial associate,Higher education,Married,House / apartment,-22894,-732,0,0,0,Medicine staff,3
1001104,F,N,N,0,170400.0,Working,Lower secondary,Married,With parents,-17262,-6301,0,1,1,Accountants,2
1001105,F,Y,N,0,262300.0,Commercial associate,Lower secondary,Civil marriage,Municipal apartment,-17015,-9049,0,0,0,Other,2
1001106,M,Y,Y,0,165400.0,State servant,Secondary / secondary special,Married,House / apartment,-23898,-6592,0,0,1,Medicine staff,2
1001107,M,Y,Y,0,240100.0,Working,Secondary / secondary special,Married,House / apartment,-23464,-3521,0,1,0,Accountants,2
1001108,F,Y,N,0,292100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16773,-853,0,0,0,Other,2
1001109,F,N,N,4,111300.0,State servant,Lower secondary,Married,House / apartment,-14572,-9114,0,1,0,Drivers,6
1001110,M,N,Y,1,169500.0,Working,Secondary / secondary special,Married,House / apartment,-25366,-6717,1,1,1,Sales staff,3
1001111,F,N,Y,0,213800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17247,-3180,0,0,0,High skill tech staff,1
1001112,M,N,Y,0,179700.0,Working,Incomplete higher,Separated,Municipal apartment,-24938,-3157,0,1,1,Other,1
1001113,M,N,Y,0,179800.0,Working,Higher education,Married,House / apartment,-13625,-2938,1,0,0,High skill tech staff,2
1001114,F,Y,Y,0,291400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9676,-7611,0,0,0,Sales staff,1
1001115,F,N,Y,0,191200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15963,-7670,0,1,0,Core staff,2
1001116,F,N,Y,0,171700.0,Pensioner,Higher education,Married,House / apartment,-14211,365243,0,0,0,Drivers,2
1001117,M,N,Y,0,195200.0,Working,Higher education,Single / not married,With parents,-23010,-4327,1,0,0,Medicine staff,1
1001118,F,Y,Y,0,127700.0,Working,Higher education,Married,Municipal apartment,-23391,-4348,0,0,0,Medicine staff,2
1001119,M,N,N,1,150600.0,Working,Secondary / secondary special,Single / not married,Office apartment,-25530,-6503,1,0,0,Laborers,2
1001120,M,N,Y,2,218000.0,Working,Secondary / secondary special,Married,Rented apartment,-8124,-7054,0,1,0,Sales staff,4
1001121,F,N,N,0,78300.0,Working,Higher education,Widow,House / apartment,-23830,-5889,0,0,0,Drivers,1
1001122,F,Y,Y,0,63500.0,Pensioner,Incomplete higher,Married,With parents,-14409,365243,0,1,0,Laborers,2
1001123,F,N,Y,0,160600.0,State servant,Secondary / secondary special,Married,House / apartment,-9085,-6163,0,0,0,High skill tech staff,2
1001124,F,N,Y,3,159900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19635,365243,0,1,0,Managers,5
1001125,F,N,Y,2,349800.0,Commercial associate,Higher education,Single / not married,House / apartment,-20040,-6301,1,0,1,Other,3
1001126,F,N,Y,1,110900.0,Pensioner,Higher education,Married,House / apartment,-19016,365243,0,0,0,Core staff,3
1001127,M,Y,Y,3,219400.0,State servant,Secondary / secondary special,Married,House / apartment,-13891,-7338,0,0,0,Drivers,5
1001128,M,Y,Y,0,184600.0,Working,Higher education,Married,Municipal apartment,-23577,-6171,0,1,0,Drivers,2
1001129,M,Y,N,4,83500.0,Working,Academic degree,Married,House / apartment,-10670,-911,0,1,0,High skill tech staff,6
1001130,M,N,Y,0,179500.0,Working,Higher education,Civil marriage,Municipal apartment,-21120,-6136,0,0,0,Drivers,2
1001131,F,Y,N,0,141000.0,Working,Secondary / secondary special,Married,Rented apartment,-24861,-2601,0,0,0,Other,2
1001132,F,N,Y,1,211400.0,State servant,Incomplete higher,Single / not married,Co-op apartment,-20580,-1080,1,1,0,Laborers,2
1001133,M,N,Y,0,237800.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-8609,-398,0,0,0,Medicine staff,2
1001134,M,Y,Y,1,132700.0,Commercial associate,Secondary / secondary special,Married,With parents,-14029,-1946,0,1,0,High skill tech staff,3
1001135,F,N,N,0,85500.0,Working,Higher education,Married,House / apartment,-22178,-7563,0,0,0,Other,2
1001136,M,N,N,1,178700.0,Working,Higher education,Separated,House / apartment,-16595,-4801,0,0,1,Accountants,2
1001137,F,N,N,0,30000.0,Working,Lower secondary,Single / not married,Municipal apartment,-8189,-5335,1,1,0,Sales staff,1
1001138,F,N,Y,0,131000.0,State servant,Secondary / secondary special,Married,Rented apartment,-23599,-3792,0,1,0,Medicine staff,2
1001139,F,N,N,2,194600.0,Working,Secondary / secondary special,Single / not married,Office apartment,-8022,-5449,0,1,1,Sales staff,3
1001140,F,Y,Y,2,75600.0,Pensioner,Lower secondary,Civil marriage,With parents,-16215,365243,0,0,1,Sales staff,4
1001141,F,N,N,3,242600.0,Working,Secondary / secondary special,Married,House / apartment,-16291,-1240,0,0,0,Managers,5
1001142,M,Y,Y,1,340000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-22851,-1756,0,1,0,Sales staff,3
1001143,F,N,Y,1,154600.0,Commercial associate,Higher education,Married,Office apartment,-22236,-3351,0,1,0,High skill tech staff,3
1001144,F,Y,Y,1,107500.0,Pensioner,Academic degree,Married,House / apartment,-8929,365243,0,0,0,Accountants,3
1001145,M,N,Y,0,242700.0,Working,Higher education,Married,House / apartment,-20359,-1250,0,1,0,Sales staff,2
1001146,F,N,N,0,179900.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-20317,-7181,0,1,1,Sales staff,1
1001147,F,N,N,0,92100.0,Working,Higher education,Married,House / apartment,-12037,-5352,1,1,0,Accountants,2
1001148,F,Y,Y,2,152000.0,State servant,Academic degree,Married,Municipal apartment,-25346,-4066,0,1,0,Other,4
1001149,F,N,N,0,126300.0,Working,Incomplete higher,Married,House / apartment,-15808,-6950,1,0,0,Sales staff,2
1001150,F,N,N,3,249800.0,Working,Secondary / secondary special,Married,House / apartment,-25452,-4020,0,0,1,High skill tech staff,5
1001151,F,N,Y,0,290900.0,Commercial associate,Incomplete higher,Married,House / apartment,-15420,-5928,0,0,0,Drivers,2
1001152,F,Y,Y,1,213600.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17085,-8410,0,0,1,Medicine staff,2
1001153,F,N,Y,0,126000.0,Pensioner,Higher education,Married,House / apartment,-9116,365243,0,1,1,Other,2
1001154,F,N,Y,0,86700.0,State servant,Higher education,Civil marriage,House / apartment,-10162,-876,1,0,0,Medicine staff,2
1001155,F,Y,Y,3,176700.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16012,-302,0,1,0,Laborers,5
1001156,F,N,Y,0,247000.0,State servant,Higher education,Single / not married,House / apartment,-18939,-978,0,0,0,Accountants,1
1001157,M,N,Y,0,244500.0,Commercial associate,Higher education,Married,House / apartment,-10171,-5239,1,0,0,Medicine staff,2
1001158,F,N,Y,0,238600.0,Working,Secondary / secondary special,Single / not married,With parents,-15669,-299,0,1,0,Drivers,1
1001159,F,Y,N,0,173000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-21836,-4692,0,0,0,Managers,2
1001160,M,N,Y,0,350400.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-22132,-7462,0,0,1,Accountants,2
1001161,F,N,Y,1,54100.0,Working,Incomplete higher,Single / not married,House / apartment,-14306,-5340,1,0,0,High skill tech staff,2
1001162,M,N,Y,0,224200.0,Commercial associate,Higher education,Married,With parents,-18356,-9080,1,1,1,Core staff,2
1001163,M,N,Y,1,283600.0,Working,Higher education,Married,House / apartment,-16839,-1810,1,1,1,Other,3
1001164,F,N,Y,0,240200.0,Working,Incomplete higher,Separated,Rented apartment,-22625,-4923,0,0,1,Sales staff,1
1001165,M,N,Y,2,351300.0,Commercial associate,Higher education,Married,House / apartment,-15331,-3191,0,1,0,Laborers,4
1001166,F,Y,Y,2,119700.0,Pensioner,Lower secondary,Married,House / apartment,-10650,365243,0,0,0,Sales staff,4
1001167,F,N,Y,0,194900.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-24447,-4484,0,0,1,Laborers,2
1001168,F,N,Y,0,115300.0,Working,Higher education,Married,With parents,-18055,-409,0,1,0,Accountants,2
1001169,M,Y,Y,0,98600.0,State servant,Higher education,Separated,With parents,-19194,-2244,1,0,0,High skill tech staff,1
1001170,M,Y,N,2,230800.0,Working,Secondary / secondary special,Married,House / apartment,-14007,-8190,0,1,1,Medicine staff,4
1001171,F,N,Y,1,212300.0,Working,Secondary / secondary special,Married,House / apartment,-18979,-4741,0,1,0,Managers,3
1001172,F,N,Y,2,175800.0,Working,Secondary / secondary special,Married,House / apartment,-19160,-599,0,0,1,High skill tech staff,4
1001173,F,Y,Y,0,212000.0,Working,Higher education,Married,House / apartment,-10932,-5353,1,0,0,Sales staff,2
1001174,M,N,N,0,189000.0,Working,Higher education,Married,House / apartment,-18460,-8347,0,0,0,Managers,2
1001175,F,Y,Y,0,320800.0,Commercial associate,Higher education,Married,Co-op apartment,-21088,-374,1,0,0,High skill tech staff,2
1001176,F,N,N,0,160000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18981,365243,1,0,0,Drivers,2
1001177,F,N,N,0,100300.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10376,-4055,0,1,0,Core staff,2
1001178,M,N,Y,0,131500.0,Pensioner,Lower secondary,Married,House / apartment,-16367,365243,0,0,0,Other,2
1001179,F,Y,Y,1,74900.0,Working,Secondary / secondary special,Married,With parents,-8901,-8988,1,1,0,Core staff,3
1001180,F,N,Y,0,251200.0,Commercial associate,Higher education,Widow,House / apartment,-24117,-3078,0,1,0,Medicine staff,1
1001181,F,Y,Y,2,145400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13761,365243,1,1,0,Drivers,3
1001182,M,N,Y,0,97200.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-15264,-2343,0,1,0,Accountants,2
1001183,F,N,Y,2,102500.0,Pensioner,Lower secondary,Single / not married,House / apartment,-25067,365243,0,0,0,High skill tech staff,3
1001184,F,N,Y,4,180600.0,Working,Academic degree,Married,House / apartment,-10920,-59,0,0,0,Core staff,6
1001185,M,Y,Y,2,194700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9209,-3406,0,0,1,Managers,3
1001186,F,N,N,2,216600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9367,-3554,0,1,1,Other,4
1001187,F,N,Y,2,141500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18455,-1849,1,1,0,Accountants,3
